Suburb;Address;Rooms;Type;Price;Distance;Postcode;Bedroom2;Bathroom;Car;Landsize;Regionname
Preston;11 Milton Cr;2;h;820000.0;8.4;3072.0;2.0;1.0;1.0;155.0;Northern Metropolitan
Preston;24 Mitchell St;3;h;1150000.0;8.4;3072.0;3.0;0.0;0.0;502.0;Northern Metropolitan
Reservoir;23 Acheron Av;3;h;925000.0;12.0;3073.0;3.0;1.0;2.0;676.0;Northern Metropolitan
Reservoir;48 Crevelli St;3;h;526250.0;12.0;3073.0;3.0;1.0;1.0;308.0;Northern Metropolitan
Reservoir;24 Daleglen St;1;h;351000.0;12.0;3073.0;1.0;1.0;1.0;168.0;Northern Metropolitan
Reservoir;2 Kerang Av;3;h;760000.0;12.0;3073.0;3.0;1.0;1.0;606.0;Northern Metropolitan
Reservoir;82 Radford Rd;3;h;690000.0;12.0;3073.0;3.0;1.0;2.0;514.0;Northern Metropolitan
Richmond;9/343 Church St;2;u;715000.0;2.4;3121.0;2.0;1.0;2.0;2427.0;Northern Metropolitan
Richmond;5/33 Goodwood St;2;u;630000.0;2.4;3121.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Richmond;334 Highett St;2;h;1200000.0;2.4;3121.0;2.0;2.0;1.0;189.0;Northern Metropolitan
Ringwood;5 Jacks Pl;4;h;1725000.0;19.9;3134.0;4.0;2.0;2.0;1016.0;Eastern Metropolitan
Ringwood;1/13 Maidstone St;2;h;633000.0;19.9;3134.0;2.0;1.0;2.0;123.0;Eastern Metropolitan
Ringwood East;1 Tweed St;4;h;1090000.0;21.3;3135.0;4.0;1.0;2.0;894.0;Eastern Metropolitan
Rowville;45 Severn Cr;4;h;936000.0;23.5;3178.0;4.0;2.0;2.0;675.0;South-Eastern Metropolitan
Rowville;18 Yvette Dr;3;h;860000.0;23.5;3178.0;3.0;2.0;2.0;537.0;South-Eastern Metropolitan
Sandringham;154 Abbott St;4;h;850000.0;15.2;3191.0;4.0;3.0;2.0;709.0;Southern Metropolitan
Scoresby;17 Gilbert Ct;3;h;1000000.0;22.2;3179.0;3.0;2.0;2.0;1088.0;Eastern Metropolitan
Seabrook;20 Hope Pl;3;h;640000.0;15.5;3028.0;3.0;2.0;2.0;531.0;Western Metropolitan
Seaford;43 Molesworth St;4;h;800000.0;35.4;3198.0;4.0;2.0;0.0;1151.0;South-Eastern Metropolitan
South Melbourne;1 Reilly Pl;3;h;1720000.0;1.9;3205.0;3.0;2.0;2.0;81.0;Southern Metropolitan
South Morang;35 Cobblestone Dr;3;h;690000.0;20.5;3752.0;3.0;2.0;2.0;545.0;Northern Metropolitan
South Morang;28 Kestrel Rd;4;h;875000.0;20.5;3752.0;4.0;2.0;2.0;613.0;Northern Metropolitan
South Morang;3/32 Kumara Cct;3;t;420000.0;20.5;3752.0;3.0;2.0;2.0;155.0;Northern Metropolitan
South Morang;28 Rolain Av;4;h;677500.0;20.5;3752.0;4.0;2.0;2.0;609.0;Northern Metropolitan
South Yarra;2/45 Caroline St;2;u;600000.0;2.7;3141.0;2.0;1.0;1.0;876.0;Southern Metropolitan
South Yarra;308/800 Chapel St;2;u;762500.0;2.7;3141.0;2.0;1.0;1.0;17200.0;Southern Metropolitan
South Yarra;639 Punt Rd;4;h;1855500.0;2.7;3141.0;4.0;2.0;1.0;176.0;Southern Metropolitan
Spotswood;64 Craig St;2;h;802000.0;6.2;3015.0;2.0;1.0;1.0;174.0;Western Metropolitan
Springvale;13 Boonah St;3;h;1016000.0;20.8;3171.0;3.0;1.0;2.0;572.0;South-Eastern Metropolitan
St Albans;1 Aspen St;3;h;600000.0;14.0;3021.0;3.0;2.0;6.0;532.0;Western Metropolitan
St Albans;10 Leslie St;4;h;631000.0;14.0;3021.0;4.0;1.0;3.0;559.0;Western Metropolitan
St Albans;76 Perrett Av;3;h;711100.0;14.0;3021.0;3.0;1.0;2.0;743.0;Western Metropolitan
St Albans;21 Shirley St;3;h;582000.0;14.0;3021.0;3.0;1.0;0.0;674.0;Western Metropolitan
St Albans;35 Walter St;3;h;730000.0;14.0;3021.0;3.0;1.0;6.0;609.0;Western Metropolitan
St Kilda;22/220 Barkly St;1;u;468000.0;5.0;3182.0;1.0;1.0;1.0;0.0;Southern Metropolitan
St Kilda;9/285 Barkly St;1;u;470000.0;5.0;3182.0;1.0;1.0;1.0;548.0;Southern Metropolitan
Strathmore;32 Carnarvon Rd;4;h;1140000.0;8.2;3041.0;4.0;2.0;2.0;0.0;Western Metropolitan
Strathmore;1/351 Napier St;3;u;750000.0;8.2;3041.0;3.0;2.0;2.0;288.0;Western Metropolitan
Sunbury;1 Hume St;3;h;487000.0;31.7;3429.0;3.0;1.0;1.0;582.0;Western Metropolitan
Sunbury;13 McComb St;4;h;410000.0;31.7;3429.0;4.0;2.0;2.0;587.0;Western Metropolitan
Sunbury;17 Mudie Av;4;h;512500.0;31.7;3429.0;4.0;2.0;2.0;581.0;Western Metropolitan
Sunshine;8 Kinnane Cr;3;h;830500.0;10.5;3020.0;3.0;1.0;2.0;508.0;Western Metropolitan
Sunshine North;2/51 Cary St;2;u;429000.0;10.5;3020.0;2.0;1.0;1.0;150.0;Western Metropolitan
Sunshine West;27 Buckingham Cr;3;h;551000.0;10.5;3020.0;3.0;1.0;2.0;613.0;Western Metropolitan
Sunshine West;1/52 Drinkwater Cr;3;h;450000.0;10.5;3020.0;3.0;1.0;2.0;283.0;Western Metropolitan
Surrey Hills;1/17 Albert Cr;2;t;781000.0;10.2;3127.0;2.0;1.0;2.0;140.0;Southern Metropolitan
Tarneit;28 Claire Wy;4;h;586000.0;18.4;3029.0;4.0;2.0;2.0;462.0;Western Metropolitan
Tarneit;5 Echo Av;4;h;496000.0;18.4;3029.0;4.0;2.0;2.0;448.0;Western Metropolitan
Templestowe;19 Athenry Tce;3;h;1280000.0;15.5;3106.0;3.0;2.0;2.0;926.0;Eastern Metropolitan
Templestowe;7 Clays Ct;4;h;1635000.0;15.5;3106.0;4.0;3.0;2.0;896.0;Eastern Metropolitan
Templestowe;2/55 Wood St;3;t;795000.0;15.5;3106.0;3.0;2.0;2.0;217.0;Eastern Metropolitan
Templestowe Lower;5 Sophora Ct;3;h;1138000.0;12.4;3107.0;3.0;2.0;2.0;706.0;Eastern Metropolitan
The Basin;325 Forest Rd;3;h;477000.0;27.0;3154.0;3.0;1.0;1.0;518.0;Eastern Metropolitan
Thomastown;18 Dakota Dr;3;h;605000.0;15.3;3074.0;3.0;1.0;2.0;533.0;Northern Metropolitan
Thomastown;13 Kemp Av;3;h;610000.0;15.3;3074.0;3.0;1.0;2.0;544.0;Northern Metropolitan
Thomastown;232 Main St;3;h;580000.0;15.3;3074.0;3.0;1.0;2.0;538.0;Northern Metropolitan
Thornbury;1/54 Pender St;1;u;415000.0;7.0;3071.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;159A Smith St;2;h;905000.0;7.0;3071.0;2.0;1.0;0.0;225.0;Northern Metropolitan
Toorak;11/2 Theodore Ct;2;u;725000.0;4.1;3142.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Toorak;15/256 Williams Rd;1;u;577000.0;4.1;3142.0;1.0;1.0;1.0;0.0;Southern Metropolitan
Truganina;4 Romek Wy;3;h;451000.0;18.4;3029.0;3.0;2.0;2.0;347.0;Western Metropolitan
Truganina;2/46 Westmeadows La;3;u;453350.0;18.4;3029.0;3.0;2.0;1.0;315.0;Western Metropolitan
Tullamarine;19 Gordon St;4;h;895000.0;12.9;3043.0;4.0;2.0;2.0;700.0;Western Metropolitan
Tullamarine;1/119 Melrose Dr;4;h;586000.0;12.9;3043.0;4.0;1.0;3.0;0.0;Western Metropolitan
Wantirna South;10/1401 High Street Rd;3;u;570000.0;14.7;3152.0;3.0;1.0;1.0;190.0;Eastern Metropolitan
Wantirna South;6/17 Pach Rd;3;h;778000.0;14.7;3152.0;3.0;2.0;2.0;306.0;Eastern Metropolitan
Wantirna South;1 Riverpark Dr;4;h;1055000.0;14.7;3152.0;4.0;2.0;2.0;652.0;Eastern Metropolitan
Watsonia North;37 Huntley St;3;h;790000.0;14.5;3087.0;3.0;1.0;2.0;527.0;Northern Metropolitan
Werribee;2 Brookville Av;4;h;514000.0;14.7;3030.0;4.0;2.0;2.0;639.0;Western Metropolitan
Werribee;9 Sherrin Ct;3;h;529000.0;14.7;3030.0;3.0;2.0;2.0;847.0;Western Metropolitan
Werribee;46 Vincent Cr;3;h;484000.0;14.7;3030.0;3.0;1.0;0.0;531.0;Western Metropolitan
West Melbourne;125/33 Jeffcott St;2;u;670000.0;3.1;3003.0;2.0;1.0;1.0;17.0;Northern Metropolitan
West Melbourne;207/493 Victoria St;2;u;510000.0;3.1;3003.0;2.0;1.0;1.0;75.0;Northern Metropolitan
Westmeadows;14 Devenish Ct;3;h;410000.0;16.5;3049.0;3.0;1.0;2.0;542.0;Northern Metropolitan
Westmeadows;14 Duncan Ct;4;h;675000.0;16.5;3049.0;4.0;2.0;4.0;744.0;Northern Metropolitan
Williamstown;7 Alfred Pl;3;h;1200000.0;6.8;3016.0;3.0;2.0;0.0;159.0;Western Metropolitan
Williamstown;2/87 Railway Cr;2;u;650000.0;6.8;3016.0;2.0;1.0;1.0;0.0;Western Metropolitan
Windsor;8/9 The Avenue;1;u;410000.0;4.6;3181.0;1.0;1.0;1.0;0.0;Southern Metropolitan
Wyndham Vale;112 Eureka Dr;4;h;478000.0;27.2;3024.0;4.0;2.0;2.0;400.0;Western Metropolitan
Yallambie;34 Aminya Cr;4;h;743500.0;12.7;3085.0;4.0;2.0;4.0;600.0;Northern Metropolitan
Yarraville;62 Stephen St;3;h;1285000.0;6.3;3013.0;3.0;1.0;1.0;284.0;Western Metropolitan
Yarraville;3/367 Williamstown Rd;2;u;440000.0;6.3;3013.0;2.0;1.0;1.0;100.0;Western Metropolitan
Abbotsford;143 Charles St;3;h;1635000.0;3.0;3067.0;3.0;1.0;0.0;142.0;Northern Metropolitan
Abbotsford;10 James St;2;h;940000.0;3.0;3067.0;2.0;1.0;0.0;424.0;Northern Metropolitan
Abbotsford;17 Valiant St;3;h;1375000.0;3.0;3067.0;3.0;1.0;0.0;299.0;Northern Metropolitan
Abbotsford;1/50 Valiant St;4;t;1525000.0;3.0;3067.0;4.0;2.0;2.0;102.0;Northern Metropolitan
Aberfeldie;241 Buckley St;4;h;1380000.0;7.5;3040.0;4.0;2.0;2.0;766.0;Western Metropolitan
Airport West;18a Creswell Av;3;u;700000.0;10.4;3042.0;3.0;2.0;1.0;239.0;Western Metropolitan
Airport West;44 Moorna Dr;4;t;950000.0;10.4;3042.0;4.0;2.0;1.0;255.0;Western Metropolitan
Albanvale;51a President Rd;2;u;415000.0;14.0;3021.0;2.0;1.0;1.0;218.0;Western Metropolitan
Alphington;30 Kelvin Rd;3;h;1625000.0;5.7;3078.0;3.0;2.0;1.0;300.0;Northern Metropolitan
Altona;232 Blyth St;3;h;1225000.0;11.0;3018.0;3.0;1.0;1.0;697.0;Western Metropolitan
Altona;1/22 Harrington St;3;u;660000.0;11.0;3018.0;3.0;1.0;2.0;211.0;Western Metropolitan
Altona;41 Maidstone St;3;u;767000.0;11.0;3018.0;3.0;2.0;1.0;305.0;Western Metropolitan
Altona Meadows;1 Sheppard Ct;4;h;810000.0;15.5;3028.0;4.0;2.0;2.0;749.0;Western Metropolitan
Armadale;9 Baldwin St;2;h;1480000.0;6.3;3143.0;2.0;1.0;2.0;369.0;Southern Metropolitan
Armadale;21/62 Wattletree Rd;2;u;821000.0;6.3;3143.0;2.0;2.0;1.0;3093.0;Southern Metropolitan
Ascot Vale;29 Myrnong Cr;3;h;1250000.0;4.3;3032.0;3.0;1.0;1.0;327.0;Western Metropolitan
Ashburton;2/6 Ramu Gr;4;t;1520000.0;10.2;3147.0;4.0;3.0;2.0;267.0;Southern Metropolitan
Ashburton;19 Ward St;3;h;2299500.0;10.2;3147.0;3.0;2.0;3.0;634.0;Southern Metropolitan
Aspendale Gardens;1 Wildoer Dr;3;h;951000.0;21.5;3195.0;3.0;2.0;2.0;553.0;South-Eastern Metropolitan
Balaclava;9/36 The Avenue;2;u;700000.0;6.4;3183.0;2.0;0.0;0.0;0.0;Southern Metropolitan
Balwyn;4/8 Bevan St;2;u;614000.0;7.9;3103.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Balwyn;54 Northcote Av;4;h;2360000.0;7.9;3103.0;4.0;3.0;2.0;848.0;Southern Metropolitan
Balwyn;260 Union Rd;3;h;1750000.0;7.9;3103.0;3.0;3.0;1.0;790.0;Southern Metropolitan
Balwyn North;45A Helston St;4;h;1460000.0;9.7;3104.0;4.0;2.0;2.0;433.0;Southern Metropolitan
Balwyn North;1A Kawarren St;3;h;1360000.0;9.7;3104.0;3.0;2.0;2.0;424.0;Southern Metropolitan
Balwyn North;26 Maylands Av;3;h;1739000.0;9.7;3104.0;3.0;1.0;2.0;638.0;Southern Metropolitan
Bayswater;4/22 Grandview Gr;3;h;720000.0;23.2;3153.0;3.0;2.0;2.0;255.0;Eastern Metropolitan
Beaumaris;14 Cavell Ct;5;h;1780000.0;17.3;3193.0;5.0;3.0;2.0;613.0;Southern Metropolitan
Beaumaris;95 Pellatt St;4;h;1611000.0;17.3;3193.0;4.0;2.0;2.0;650.0;Southern Metropolitan
Bellfield;4 Erica Ct;3;h;1006000.0;8.8;3081.0;3.0;1.0;0.0;758.0;Eastern Metropolitan
Bentleigh;22 Atkinson St;4;h;1700000.0;11.4;3204.0;4.0;2.0;2.0;673.0;Southern Metropolitan
Bentleigh;60A Fromer St;4;t;1280000.0;11.4;3204.0;4.0;3.0;2.0;306.0;Southern Metropolitan
Bentleigh;15A Windsor Av;4;t;1750000.0;11.4;3204.0;4.0;3.0;2.0;429.0;Southern Metropolitan
Bentleigh East;4 Carmel Ct;3;h;1175000.0;13.8;3165.0;3.0;1.0;2.0;700.0;Southern Metropolitan
Bentleigh East;9 Edith Ct;3;h;1290000.0;13.8;3165.0;3.0;1.0;2.0;537.0;Southern Metropolitan
Berwick;3 Ellaswood Cl;4;h;683000.0;35.2;3806.0;4.0;2.0;2.0;670.0;Eastern Victoria
Black Rock;3 Whitton Ct;4;h;1730000.0;17.3;3193.0;4.0;2.0;2.0;675.0;Southern Metropolitan
Blackburn;140 Surrey Rd;3;h;1100000.0;13.4;3130.0;3.0;1.0;2.0;492.0;Eastern Metropolitan
Blackburn North;5 Hibiscus Rd;4;h;1250000.0;13.4;3130.0;4.0;2.0;2.0;580.0;Eastern Metropolitan
Blackburn South;17 Drummond St;3;h;1246000.0;13.4;3130.0;3.0;1.0;2.0;702.0;Eastern Metropolitan
Boronia;1/347 Boronia Rd;4;t;740000.0;25.0;3155.0;4.0;2.0;2.0;261.0;Eastern Metropolitan
Box Hill;13 Patricia St;3;h;1525000.0;10.9;3128.0;3.0;1.0;1.0;904.0;Eastern Metropolitan
Box Hill;2/1129 Whitehorse Rd;2;t;730000.0;10.9;3128.0;2.0;2.0;1.0;126.0;Eastern Metropolitan
Briar Hill;31 Boyce Av;3;h;830000.0;16.1;3088.0;3.0;1.0;2.0;905.0;Eastern Metropolitan
Brighton;23 Arthur Av;5;h;3000000.0;10.5;3186.0;5.0;3.0;2.0;818.0;Southern Metropolitan
Brighton;76 Champion St;3;h;1900000.0;10.5;3186.0;3.0;2.0;1.0;35.0;Southern Metropolitan
Brighton;4/170 Church St;3;u;1296000.0;10.5;3186.0;3.0;1.0;2.0;0.0;Southern Metropolitan
Brighton;2A Collins St;4;h;4050000.0;10.5;3186.0;4.0;4.0;4.0;508.0;Southern Metropolitan
Brighton;4 Glendora Av;4;h;2210000.0;10.5;3186.0;4.0;2.0;1.0;396.0;Southern Metropolitan
Brighton East;1 Bruce St;4;h;1655000.0;10.3;3187.0;4.0;2.0;4.0;651.0;Southern Metropolitan
Brighton East;638 Hawthorn Rd;4;h;2000000.0;10.3;3187.0;4.0;2.0;2.0;619.0;Southern Metropolitan
Brighton East;18 Marriage Rd;3;h;2150000.0;10.3;3187.0;3.0;1.0;2.0;696.0;Southern Metropolitan
Brighton East;174 South Rd;3;h;1680000.0;10.3;3187.0;3.0;1.0;2.0;605.0;Southern Metropolitan
Brighton East;3/87 Thomas St;2;u;890000.0;10.3;3187.0;2.0;1.0;2.0;275.0;Southern Metropolitan
Broadmeadows;45 Cuthbert St;3;h;616000.0;14.0;3047.0;3.0;1.0;1.0;695.0;Northern Metropolitan
Broadmeadows;38 Stanhope St;3;h;632000.0;14.0;3047.0;3.0;1.0;4.0;697.0;Northern Metropolitan
Brunswick;26 MacFarland St;3;h;1310000.0;5.2;3056.0;3.0;1.0;1.0;302.0;Northern Metropolitan
Brunswick East;22 Lowan St;3;h;1615000.0;4.0;3057.0;3.0;1.0;3.0;471.0;Northern Metropolitan
Brunswick West;11 Henderson St;4;h;1500000.0;5.2;3055.0;4.0;2.0;3.0;444.0;Northern Metropolitan
Bulleen;3 Coromandel Ct;4;h;1751000.0;10.8;3105.0;4.0;3.0;4.0;646.0;Eastern Metropolitan
Bulleen;29 Flinders St;3;h;1200000.0;10.8;3105.0;3.0;1.0;3.0;557.0;Eastern Metropolitan
Bulleen;18 Penderel Wy;4;h;1580000.0;10.8;3105.0;4.0;2.0;2.0;773.0;Eastern Metropolitan
Bullengarook;31 Carrolls La;3;h;535000.0;45.9;3437.0;3.0;1.0;0.0;4000.0;Northern Victoria
Bundoora;13 Cher Av;4;t;685000.0;12.1;3083.0;4.0;2.0;1.0;287.0;Northern Metropolitan
Bundoora;10 Dorothea Ct;3;h;685000.0;12.1;3083.0;3.0;1.0;2.0;557.0;Northern Metropolitan
Bundoora;22 Ebony Dr;4;h;725000.0;12.1;3083.0;4.0;1.0;2.0;542.0;Northern Metropolitan
Bundoora;6/70 Grange Bvd;2;t;505000.0;12.1;3083.0;2.0;1.0;2.0;90.0;Northern Metropolitan
Bundoora;84 Linacre Dr;4;h;1300000.0;12.1;3083.0;4.0;2.0;2.0;637.0;Northern Metropolitan
Bundoora;23 Wisteria Dr;4;h;1253000.0;12.1;3083.0;4.0;2.0;2.0;760.0;Northern Metropolitan
Burwood;50 Finch St;3;h;1170000.0;10.4;3125.0;3.0;1.0;3.0;590.0;Southern Metropolitan
Burwood;61 McCubbin St;4;h;1390000.0;10.4;3125.0;4.0;2.0;1.0;627.0;Southern Metropolitan
Burwood;19 Worrall St;4;h;1471000.0;10.4;3125.0;4.0;2.0;2.0;797.0;Southern Metropolitan
Burwood East;2/7 Bellevue Av;2;u;746000.0;14.7;3151.0;2.0;1.0;2.0;239.0;Eastern Metropolitan
Cairnlea;10 Japonica Ct;3;h;560000.0;14.8;3023.0;3.0;2.0;1.0;295.0;Western Metropolitan
Camberwell;15 Gilbert Pde;3;h;1650000.0;7.7;3124.0;3.0;2.0;2.0;456.0;Southern Metropolitan
Camberwell;2/1 Halley Av;2;u;881000.0;7.7;3124.0;2.0;2.0;1.0;245.0;Southern Metropolitan
Camberwell;22 Kingsley St;5;h;3190000.0;7.7;3124.0;5.0;4.0;2.0;788.0;Southern Metropolitan
Canterbury;13 Golding St;4;h;2100000.0;8.4;3126.0;4.0;2.0;4.0;544.0;Southern Metropolitan
Canterbury;3 Leeds St;4;h;2725000.0;8.4;3126.0;4.0;2.0;2.0;650.0;Southern Metropolitan
Canterbury;11 Parlington St;4;h;3250000.0;8.4;3126.0;4.0;2.0;3.0;855.0;Southern Metropolitan
Carnegie;29 Holywood Gr;3;h;1370000.0;10.1;3163.0;3.0;1.0;2.0;485.0;Southern Metropolitan
Caroline Springs;25 Coppin La;4;h;870000.0;14.8;3023.0;4.0;2.0;2.0;463.0;Western Metropolitan
Carrum;2/10 Millicent Av;3;u;687500.0;31.2;3197.0;3.0;2.0;2.0;216.0;South-Eastern Metropolitan
Carrum Downs;9 Talba Ct;3;h;552500.0;34.9;3201.0;3.0;2.0;2.0;779.0;South-Eastern Metropolitan
Caulfield;22 Masters St;2;h;1070000.0;8.7;3162.0;2.0;1.0;0.0;261.0;Southern Metropolitan
Caulfield North;75 Normanby Rd;4;h;1925000.0;7.8;3161.0;4.0;2.0;2.0;494.0;Southern Metropolitan
Chadstone;1/1 Dundee Av;4;h;995000.0;11.7;3148.0;4.0;2.0;1.0;402.0;Southern Metropolitan
Chadstone;16 Jacana Ct;5;h;1310000.0;11.7;3148.0;5.0;2.0;2.0;627.0;Southern Metropolitan
Cheltenham;4 Brownfield St;3;h;1275000.0;17.9;3192.0;3.0;2.0;2.0;656.0;Southern Metropolitan
Cheltenham;10 Jack Rd;4;h;1200000.0;17.9;3192.0;4.0;2.0;4.0;679.0;Southern Metropolitan
Cheltenham;67 Oak Av;3;h;1095000.0;17.9;3192.0;3.0;2.0;1.0;637.0;Southern Metropolitan
Chirnside Park;54 Meadowgate Dr;3;h;640000.0;27.1;3116.0;3.0;2.0;2.0;945.0;Eastern Victoria
Clarinda;10 Boree Av;4;h;1241000.0;17.5;3169.0;4.0;2.0;2.0;625.0;South-Eastern Metropolitan
Clayton;56 Eva St;4;h;1250000.0;16.7;3168.0;4.0;1.0;1.0;711.0;South-Eastern Metropolitan
Clayton;2/46 Jaguar Dr;3;h;729500.0;16.7;3168.0;3.0;1.0;1.0;270.0;South-Eastern Metropolitan
Clifton Hill;20 Hilton St;2;h;973000.0;3.6;3068.0;2.0;1.0;0.0;163.0;Northern Metropolitan
Collingwood;3/8 Forest St;2;u;560000.0;2.0;3066.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Craigieburn;16 Bottlebrush Rd;4;h;565000.0;20.6;3064.0;4.0;2.0;2.0;482.0;Northern Metropolitan
Craigieburn;1 Consort Pl;4;h;615000.0;20.6;3064.0;4.0;2.0;2.0;756.0;Northern Metropolitan
Craigieburn;40 Grove Rd;4;h;548000.0;20.6;3064.0;4.0;2.0;2.0;400.0;Northern Metropolitan
Craigieburn;12 Surrey Ct;3;h;716000.0;20.6;3064.0;3.0;2.0;6.0;1005.0;Northern Metropolitan
Craigieburn;42 Valiant Cr;4;h;667500.0;20.6;3064.0;4.0;2.0;2.0;448.0;Northern Metropolitan
Cranbourne;25 Springhill Dr;3;h;555000.0;34.7;3977.0;3.0;2.0;2.0;581.0;South-Eastern Metropolitan
Croydon;57A Binbrook Dr;3;h;730000.0;23.0;3136.0;3.0;2.0;2.0;269.0;Eastern Metropolitan
Croydon;1 Monteith St;2;h;1080000.0;23.0;3136.0;2.0;1.0;1.0;1474.0;Eastern Metropolitan
Croydon;76 Plymouth Rd;3;h;702500.0;23.0;3136.0;3.0;1.0;1.0;864.0;Eastern Metropolitan
Croydon North;8/25 Karingal St;2;u;505000.0;23.0;3136.0;2.0;1.0;1.0;297.0;Eastern Metropolitan
Croydon North;45 Lyons Rd;3;h;766000.0;23.0;3136.0;3.0;2.0;2.0;507.0;Eastern Metropolitan
Dandenong;3/111 Clow St;2;u;370000.0;24.7;3175.0;2.0;1.0;1.0;135.0;South-Eastern Metropolitan
Dandenong;8 Orgill St;2;h;488000.0;24.7;3175.0;2.0;1.0;1.0;414.0;South-Eastern Metropolitan
Deepdene;1/5 Leonard St;4;t;1680000.0;7.9;3103.0;4.0;2.0;1.0;254.0;Southern Metropolitan
Deer Park;4 Vincent St;3;h;665000.0;14.8;3023.0;3.0;1.0;2.0;693.0;Western Metropolitan
Delahey;7 Alexander Cl;3;h;475000.0;18.0;3037.0;3.0;2.0;2.0;358.0;Western Metropolitan
Diamond Creek;14 Fuller St;4;h;898000.0;21.8;3089.0;4.0;3.0;2.0;705.0;Northern Victoria
Diamond Creek;11 Wayland Ct;3;h;815000.0;21.8;3089.0;3.0;2.0;3.0;790.0;Northern Victoria
Diggers Rest;6 Tame St;6;h;615000.0;27.7;3427.0;6.0;3.0;1.0;850.0;Western Metropolitan
Dingley Village;28 Higgins Cl;4;h;915000.0;22.2;3172.0;4.0;2.0;2.0;649.0;South-Eastern Metropolitan
Dingley Village;56 Jacks Av;3;h;736000.0;22.2;3172.0;3.0;1.0;1.0;545.0;South-Eastern Metropolitan
Doncaster;15 Blossom Ct;3;h;1400000.0;12.4;3108.0;3.0;3.0;2.0;621.0;Eastern Metropolitan
Doncaster;2/5 Kirton Ct;3;u;780000.0;12.4;3108.0;3.0;1.0;2.0;220.0;Eastern Metropolitan
Donvale;30 Leslie St;5;h;1328000.0;16.1;3111.0;5.0;3.0;3.0;785.0;Eastern Metropolitan
East Melbourne;502/1 Powlett St;2;u;1300000.0;1.3;3002.0;2.0;2.0;1.0;997.0;Northern Metropolitan
Eltham;132 Franklin St;3;h;830000.0;18.0;3095.0;3.0;2.0;1.0;817.0;Eastern Metropolitan
Eltham;17/1336 Main Rd;4;h;762000.0;18.0;3095.0;4.0;2.0;2.0;573.0;Eastern Metropolitan
Eltham;44 Silver St;3;h;925000.0;18.0;3095.0;3.0;1.0;2.0;1027.0;Eastern Metropolitan
Eltham North;4 Colric Pl;3;h;900000.0;18.0;3095.0;3.0;2.0;2.0;812.0;Eastern Metropolitan
Elwood;25/5 Dickens St;1;u;559000.0;7.2;3184.0;1.0;1.0;1.0;0.0;Southern Metropolitan
Elwood;2/27 Foam St;3;t;1225000.0;7.2;3184.0;3.0;2.0;2.0;0.0;Southern Metropolitan
Elwood;4 Kendall St;4;h;3175000.0;7.2;3184.0;4.0;2.0;3.0;558.0;Southern Metropolitan
Elwood;12/37 Tennyson St;2;u;520000.0;7.2;3184.0;2.0;1.0;1.0;3256.0;Southern Metropolitan
Epping;17 Brigantia St;4;h;550000.0;19.6;3076.0;4.0;2.0;2.0;400.0;Northern Metropolitan
Epping;8 Brownlow Cr;3;h;561000.0;19.6;3076.0;3.0;1.0;0.0;518.0;Northern Metropolitan
Epping;5 Combe Ct;3;h;556000.0;19.6;3076.0;3.0;1.0;1.0;525.0;Northern Metropolitan
Epping;14 Garth Pl;3;h;441000.0;19.6;3076.0;3.0;2.0;1.0;210.0;Northern Metropolitan
Epping;99 Peppercorn Pde;3;h;552000.0;19.6;3076.0;3.0;1.0;2.0;549.0;Northern Metropolitan
Essendon;11 Banchory St;4;h;2165000.0;7.5;3040.0;4.0;2.0;3.0;951.0;Western Metropolitan
Essendon;127 Deakin St;2;h;1280000.0;7.5;3040.0;2.0;1.0;1.0;512.0;Western Metropolitan
Essendon;75 Deakin St;3;h;1165000.0;7.5;3040.0;3.0;1.0;1.0;590.0;Western Metropolitan
Essendon;25 Hesleden St;5;h;2050000.0;7.5;3040.0;5.0;3.0;3.0;663.0;Western Metropolitan
Essendon;32 Roberts St;4;h;1500000.0;7.5;3040.0;4.0;2.0;2.0;465.0;Western Metropolitan
Fawkner;10 Baird St;5;h;900000.0;13.1;3060.0;5.0;3.0;4.0;663.0;Northern Metropolitan
Fawkner;6 Brooks St;3;h;700000.0;13.1;3060.0;3.0;1.0;4.0;658.0;Northern Metropolitan
Fawkner;50 Major Rd;1;h;515000.0;13.1;3060.0;1.0;1.0;0.0;173.0;Northern Metropolitan
Ferntree Gully;11 Aitken Ct;3;h;904000.0;24.8;3156.0;3.0;1.0;3.0;1014.0;Eastern Metropolitan
Fitzroy;389 Gore St;3;h;2700000.0;2.1;3065.0;3.0;3.0;1.0;433014.0;Northern Metropolitan
Fitzroy;411/416 Gore St;3;u;1060000.0;2.1;3065.0;3.0;2.0;2.0;6367.0;Northern Metropolitan
Fitzroy;302/424 Gore St;1;u;545000.0;2.1;3065.0;1.0;1.0;1.0;1730.0;Northern Metropolitan
Fitzroy;122 Nicholson St;4;h;3200000.0;2.1;3065.0;4.0;4.0;0.0;225.0;Northern Metropolitan
Fitzroy North;40 Newry St;3;h;1705000.0;3.6;3068.0;3.0;1.0;1.0;139.0;Northern Metropolitan
Fitzroy North;75/682 Nicholson St;3;u;850250.0;3.6;3068.0;3.0;2.0;1.0;6712.0;Northern Metropolitan
